Date,Squat,Press,Deadlift,Bench,Power clean,notes
September 14:,Squat 5x3 empty bar (big/hollow),Overhead press 5x3 empty bar  (big/hollow),Deadlift 1x5 5lbs  (big/hollow),Squat 5x3 empty bar (big/hollow),Overhead press 5x3 empty bar  (big/hollow),Deadlift 1x5 5lbs  (big/hollow)
November 7,Sqaut 20kg deep,TEST,Deadlift 20,Bench 15,TEST,Sqaut 20kg deep
November 9,Sqaut 25kg,Press 5kg,Deadlift 35kg
November 11,Squat 25,TEST,Deadlift 15,Bench 17.5,TEST
November 14,Squat 17.5,Press 8.5,TEST,TEST,Power clean 10
November 16,Squat 25,TEST,Deadlift 40,Bench 20,TEST
November 18,Sqaat 27.5,Press 7.5,TEST,TEST,Power clean 10
November 21,Sqaut 20,TEST,Deadlift 30,Bench 15,TEST
November 23,Squat 30,Press 5kg,TEST,TEST,Power clean 12.5,Power clean 12.5
November 25,Squat 32.5. 5kg (person teachine technique),TEST,Deadlift 35,Bench 17.5,TEST,Squat 32.5. 5kg (person teachine technique)
November 28,Sqaut 30,Press 5,TEST,TEST,Power clean 10
November 30,Squat 30,TEST,Deadlift 35,Bench 17.5,TEST
December 1,Sqaut 32.5,Press 7.5,TEST,TEST,Power clean 12.5,Power clean 12.5
December 5,Sqaut 32.5,TEST,Deadlift 37.5,Bench press 17.5,TEST,Bench press 17.5
December 7,Sqaut 32.5,Press 10 (Only two sets ),TEST,TEST,Power clean 15,Press 10 (Only two sets )
December 9,Sqaut 32.5,TEST,Deadlift 40,Bench 20,TEST
December 12,Sqaut 35,Press 10(only one set) 7.5 two sets,TEST,TEST,Power clean 15,Press 10(only one set) 7.5 two sets
December 14,Sqaut 35,TEST,Deadlift 45,Bench 20,TEST
December 16,Sqaut 35,Press 10,TEST,TEST,Power clean 15
December 19,Sqaut 35,TEST,Deadlift 50,Bench 20,TEST
December 28,Sqaut 30,Press 5,TEST,TEST,Power clean 10
January 3,Squat 30,TEST,Deadlift 45,Bench 20,TEST
January 5,Squat 35,Press 7.5,TEST,TEST,Power clean 15
,,,,,,Tick system: one represents one workout/day with correct form
January 9,Sqaut 35 ✔️✔️✔️✔️✔️,TEST,Deadlift 50 ✔️✔️,Bench 20 ✔️✔️✔️✔️,TEST
January 11,Squat 35 ✔️✔️✔️✔️✔️(✔️),Press 10 (✔️),TEST,TEST,Power clean 15 ✔️✔️✔️✔️(✔️)
January 13,Sqaut 37.5 (✔️),TEST,Deadlift 50 ✔️✔️(✔️),Bench 20 ✔️✔️✔️✔️(✔️),TEST
January 16,Squat 37.5 ✔️(✔️),Press 10 ✔️ (✔️),TEST,TEST,Power clean 15 ✔️✔️✔️✔️✔️(✔️)
January 18,Sqaut 37.5 ✔️✔️(✔️),Deadlift 50 ✔️✔️✔️(✔️),Bench 20 ✔️✔️✔️✔️✔️(✔️)
January 20,Sqaut 37.5 ✔️✔️✔️(✔️),Press 10 ✔️✔️(✔️),TEST,TEST,Power clean 17.5 (✔️)
January 23,Squat 37.5 ✔️✔️✔️(✔️),TEST,Deadlift 50 ✔️✔️✔️✔️✔️ (✔️),Bench 22.5 (✔️),TEST
January 25,Squat 37.5 ✔️✔️✔️✔️(✔️),Press 10 ✔️✔️✔️ (✔️),TEST,TEST,Power clean 17.5 ✔️(✔️)
January 27,Squat 37.5 ✔️✔️✔️✔️✔️(✔️),TEST,Deadlift 52.5 (✔️),Bench 22.5 ✔️(✔️),TEST
January 30,Squat 40 (✔️),Press 10 ✔️✔️✔️✔️ (✔️),TEST,TEST,Power clean 17.5 ✔️✔️(✔️)
February 1,Sqaut 40  ✔️(✔️),TEST,Deadlift 52.5 ✔️(✔️),Bench 22.5 ✔️✔️(✔️),TEST
February 6,Sqaut 40 ✔️✔️✔️(✔️),TEST,Deadlift 52.5 ✔️✔️(✔️),Bench 22.5  ✔️✔️✔️(✔️),TEST
February 8,Sqaut  40 ✔️✔️✔️✔️(✔️),Press 12.5 (✔️),TEST,TEST,Power clean 17.5 ✔️✔️✔️✔️✔️ (✔️)
February 10,Sqaut 40 ✔️✔️✔️✔️✔️ (✔️),TEST,Deadlift  52.5 ✔️✔️✔️(✔️),Bench 22.5 ✔️✔️✔️✔️(✔️),TEST
February 13,Sqaut 42.5 (✔️),Press 12.5 ✔️(✔️),TEST,TEST,Power clean 20 (✔️)
February 15,Sqaut 42.5 ✔️(✔️),TEST,Deadlift 52.5 ✔️✔️✔️✔️✔️(✔️),Bench 22.5 ✔️✔️✔️✔️✔️(✔️),TEST
February 17,Sqaut 42.5 ✔️✔️(✔️),Press 12.5 ✔️✔️(❌) could not complete final two reps.  ,TEST,TEST,Power clean  20 ✔️(✔️)
February 20,Sqaut 42.5 ✔️✔️✔️(✔️),TEST,Deadlift 55 (✔️),Bench 25 (✔️),TEST
February 22,Sqaut 42.5 ✔️✔️✔️✔️(✔️),press 12.5 ✔️ ✔️ (✔️),TEST,TEST,Power clean 20 ✔️ ✔️ (✔️)
February 24,Sqaut 42.5 ✔️✔️✔️✔️✔️(✔️),TEST,Deadlift 55 ✔️(✔️),Bench 25 ✔️(✔️),TEST
February  27,Sqaut 45 (✔️),Press  12.5 ✔️✔️✔️(✔️),TEST,TEST,Power clean 20 ✔️✔️✔️ (✔️)
March 1,Sqaut 45 ✔️(✔️),TEST,Deadlift 55 ✔️✔️ (✔️),Bench 25 ✔️✔️(✔️),TEST
March 3 ,Sqaut 45 ✔️✔️ (✔️),Press 12.5 ✔️✔️✔️✔️(✔️),TEST,TEST,Power clean 20 ✔️✔️✔️✔️(✔️)
March 6,Sqaut 45 ✔️✔️✔️(✔️),Deadlift 55 ✔️✔️✔️ (✔️),Bench 25 ✔️✔️✔️ (✔️)
8 march,Sqaut 45 ✔️✔️✔️✔️ (✔️),Press 12.5 ✔️✔️✔️✔️✔️(✔️),TEST,TEST,Power clean 20 ✔️✔️✔️✔️✔️(✔️)
13 march,Sqaut 45 ✔️✔️✔️✔️✔️ (✔️),Deadlift 55 ✔️✔️✔️✔️ (✔️),Bench 25 ✔️✔️✔️✔️ (✔️)
15 march,Squat 47.5 (✔️),Press 15 (✔️),TEST,TEST,Power clean 22.5 (✔️)
17 march,Squat 47.5✔️(✔️),Deadlift 55 ✔️✔️✔️✔️✔️ (✔️),Bench 25 ✔️✔️✔️✔️✔️(✔️)
21 march,Sqaut 47.5 ✔️✔️(✔️),Press 15 ✔️(✔️),TEST,TEST,Power clean 22.5 ✔️(✔️)
23 march,Squat 47.5  ✔️✔️✔️(✔️),Deadlift 57.5 (✔️),Bench 27.5 (✔️)
27 march,Squat 47.5  ✔️✔️✔️✔️(✔️),Press 15 ✔️✔️(✔️),TEST,TEST,Power clean 22.5 ✔️✔️(✔️)
29 march,Squat 47.5  ✔️✔️✔️✔️✔️(✔️),Deadlift 57.5 ✔️(✔️),Bench 27.5 ✔️(✔️)
31 march,Squat 50 (✔️),Press 15 ✔️✔️✔️(❌ 1 set on 2nd 3 reps)  ➡️ 12.5 x1),TEST,TEST,Power clean 22.5 ✔️✔️✔️(✔️)
3 April,Squat 50 ✔️(✔️),Deadlift 57.5 ✔️✔️(✔️),Bench 27.5 ✔️✔️(✔️)
5 April,Sqaut 50 ✔️✔️ (✔️),Press 15 ✔️✔️✔️,TEST,TEST,Power clean 22.5✔️✔️✔️✔️✔️
7 April ,Squat 50  ✔️✔️✔️(✔️),Deadlift 57.5 ✔️✔️✔️(✔️),Bench 27.5 ✔️✔️✔️(✔️)
10 April ,Sqaut 50 ✔️✔️✔️(✔️),Press 15 ✔️✔️✔️(✔️),TEST,TEST,Power clean  22.5 ✔️✔️✔️✔️✔️(✔️)
12 April,Sqaut 50 ✔️✔️✔️✔️(✔️),Deadlift 57.5 ✔️✔️✔️✔️(✔️),Bench 27.5 ✔️✔️✔️✔️(✔️)
14 April ,Sqaut 50 ✔️✔️✔️✔️✔️(✔️),Press 15 ✔️✔️✔️✔️(✔️),TEST,TEST,Power clean 25 (✔️)
17 April,Sqaut 52.5 ✔️,Deadlift 57.5 ✔️✔️✔️✔️✔️(✔️),Bench 27.5 ✔️✔️✔️✔️✔️(✔️)
19 April,Sqaut 52.5 ✔️(✔️),Press 15 ✔️✔️✔️✔️✔️(❌) missed one rep,TEST,TEST,Power clean 25 ✔️(✔️) 
21 April,Squat 52.5 ✔️✔️(❌ form slipped final two reps),TEST,Deadlift 60 (✔️),Bench 30 (❌ couldn't complete final two reps),Squat 52.5 ✔️✔️(❌ form slipped final two reps),Bench 30 (❌ couldn't complete final two reps)
26 April,Sqaut 25 ,TEST,Deadlift 30,Bench 15,TEST
28 April,squat 25,Press 7.5,TEST,TEST,Power clean 12.5,Power clean 12.5
3 may ,Squat 42.5,Press 12,TEST,TEST,Power clean 21
5 may ,Sqaut 50,TEST,Deadlift 57.5,Bench 27.5,TEST
12 May,Sqaut 50 ✔️ ✔️✔️ (✔️),TEST,Deadlift 60 (✔️),Bench 30 (❌) 27.5 X 3 (❌) only 2 sets,TEST,Bench 30 (❌) 27.5 X 3 (❌) only 2 sets
may N/A,Sqaut 50 ✔️✔️✔️✔️ (✔️),Press 12.5 ✔️✔️(✔️),TEST,TEST,Power clean 22.5 ✔️✔️(✔️)
14 may,Squat  50 ✔️✔️✔️✔️✔️(❌),TEST,Deadlift 60 ✔️ (✔️),Bench 27.5 (✔️),TEST
17 may,Squat 50 ✔️✔️✔️✔️✔️ (❌) 40 X 1,Press clean 22.5 ✔️✔️✔️ (),Press 12.5 ✔️✔️✔️(✔️),Squat 50 ✔️✔️✔️✔️✔️ (❌) 40 X 1
19 may,Sqaut 50 ✔️✔️✔️✔️✔️ (✔️),TEST,Deadlift 60 ✔️✔️ (✔️),Bench 27.5 ✔️(✔️),TEST
22 may,Squat 52.5 (❌) 50 X 3 (failed one rep),Press 12.5 ✔️✔️✔️✔️(✔️),TEST,TEST,Power clean 22.5 ✔️✔️✔️✔️(✔️),Squat 52.5 (❌) 50 X 3 (failed one rep)
24 may,Squat 50 (extra workout to fill more comfortable),TEST,Deadlift 60 ✔️✔️✔️(✔️),Bench 27.5,TEST,Squat 50 (extra workout to fill more comfortable)
26 May,Squat 50 (extra workout to fill more comfortable),Press 12.5 ✔️✔️✔️✔️✔️ (✔️),TEST,TEST,Power clean 22.5 ✔️✔️✔️✔️✔️✔️,Squat 50 (extra workout to fill more comfortable)
29 may,Squat 52.5 (✔️),TEST,Deadlift 60 ✔️✔️✔️✔️ (✔️),Bench 27.5 ✔️✔️✔️(✔️),TEST
31 may,Sqaut 52.5 ✔️(✔️),Press 15 (✔️),TEST,TEST,Power clean 25 (❌) failed 4th set ,Power clean 25 (❌) failed 4th set 
2 June,Sqaut 52.5 ✔️✔️(✔️),TEST,Deadlift 60 ✔️✔️✔️✔️✔️(✔️),Bench 27.5 ✔️✔️✔️✔️(✔️),TEST
5 June ,Sqaut 45,Press 12.5,TEST,TEST,Power clean 20,Press 12.5
7 June ,Squat 52.5 ✔️✔️✔️(✔️),TEST,Deadlift 62.5 (✔️),Bench 27.5✔️✔️✔️✔️✔️(),TEST
9 June,Sqaut 52.5 ✔️✔️✔️✔️(✔️),Press 15 ✔️(✔️),TEST,TEST,Power clean 25 (✔️)
16 June,Squat 55 ✔️(❌) 50kg,TEST,Deadlift 65 ✔️✔️(✔️),Bench 30 ✔️(✔️),TEST,Squat 55 ✔️(❌) 50kg
19 June ,Squat 55 ✔️ (❌) 50kg,Press 15 ✔️✔️ (✔️),TEST,TEST,Power clean 25 ✔️ (✔️),Squat 55 ✔️ (❌) 50kg
21 June,Squat 55 ✔️(✔️),TEST,Deadlift 65 ✔️✔️✔️(✔️),Bench 30 ✔️✔️ (✔️),TEST
23 June,Sqaut 55 ✔️✔️(✔️),Press 15 ✔️✔️✔️(✔️),TEST,TEST,Power clean 25 ✔️✔️ (✔️)
